description,genre,imdb_url,img_url,movie_id,title,users_rating,year
"Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her.","Action,Crime,Romance,Thriller",https://www.imdb.com/title/tt0113010/,"https://m.media-amazon.com/images/M/MV5BMTE4M2Q2ZjctMGViNS00NzhiLWFkMjMtMjY2NWMzOWUzM2Y3XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",113010,Fair Game,4.2,1995
"After college graduation, Grover's girlfriend Jane tells him she's moving to Prague to study writing. Grover declines to accompany her, deciding instead to move in with several friends, all...","Comedy,Drama,Romance",https://www.imdb.com/title/tt0113537/,"https://m.media-amazon.com/images/M/MV5BNWU2YjdlN2ItNTk2OS00MzMwLTlhYjctNDI0MDI0NTQ3OWY0XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",113537,Kicking and Screaming,6.9,1995
A variation on Victor Hugo's classic novel by means of the story of a man whose life is affected by and somewhat duplicated by the Hugo story of the beleaguered Jean Valjean.,"Drama,History",https://www.imdb.com/title/tt0113828/,"https://m.media-amazon.com/images/M/MV5BMTg1NzgyNTk0N15BMl5BanBnXkFtZTYwNjk4MDU5._V1_UY268_CR2,0,182,268_AL__QL50.jpg",113828,Les Misérables,7.5,1995
"Romantic drama about a young career girl who is swept off her feet by a shy florist, who fell in love with her after one glimpse through a shadowy window.","Romance,Drama",https://www.imdb.com/title/tt0115644/,"https://m.media-amazon.com/images/M/MV5BNTUwOWM4YmUtMzdkMi00YjEwLWE0MmEtZTBmMGNhYWU4OGI3XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",115644,Bed of Roses,6.1,1996
"A writer returns to his hometown where he faces the childhood nemesis whose life he ultimately ruined, only the bully wants to relive their painful past by torturing him once again.","Comedy,Thriller",https://www.imdb.com/title/tt0115676/,"https://m.media-amazon.com/images/M/MV5BYzAzMmUyNTYtNTQ4Yi00ZDJmLTliMTAtOTFlY2U0ODNiMGNmXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",115676,Big Bully,4.6,1996
Soldiers attempting to negotiate the end to a long-running war discover the robots they built to assassinate enemy combatants have gained sentience and are plotting against both sides.,"Horror,Sci-Fi,Thriller",https://www.imdb.com/title/tt0114367/,"https://m.media-amazon.com/images/M/MV5BM2M2ZGM0NDUtODRhNS00MjcxLTg3ZWYtYjkyZDJkYmVjOWYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",114367,Screamers,6.4,1995
"A look into the many lives of Christa Päffgen, otherwise known as Nico; from cutie German mädchen to the first of the supermodels, to glamorous diva of the Velvet Underground, to cult item,...","Documentary,Biography,Music",https://www.imdb.com/title/tt0113973/,"https://m.media-amazon.com/images/M/MV5BNTY2MDM2NzcyM15BMl5BanBnXkFtZTcwMjk3MzcyMQ@@._V1_UY268_CR0,0,182,268_AL__QL50.jpg",113973,Nico Icon,7.3,1995
A juror in a Mafia trial is forced to convince the other jurors to vote not guilty by an obsessive mob enforcer.,"Drama,Thriller",https://www.imdb.com/title/tt0116731/,"https://m.media-amazon.com/images/M/MV5BYTMzNjAyZTktNzRjMS00ZThmLTk5ODEtZWI5ZmYyZGNiNzMxXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",116731,The Juror,5.6,1996
Freddy Gale is a seedy jeweller who has sworn to kill the drunk driver who killed his little girl.,"Drama,Thriller",https://www.imdb.com/title/tt0112744/,"https://m.media-amazon.com/images/M/MV5BMjkwNWMyZjQtNmU5MS00ZWE1LWE3NzMtNGZjNTlhYzcwNjIzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",112744,The Crossing Guard,6.3,1995
Five different criminals face imminent death after botching a job quite badly.,"Crime,Drama",https://www.imdb.com/title/tt0114660/,"https://m.media-amazon.com/images/M/MV5BMzI0OWEzZmItOGUyOC00M2Y2LWIzNDEtY2EzYzAwNWI0ZDkyXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",114660,Things to Do in Denver When You're Dead,6.8,1995
Several people try to help a little girl to find the money her mom gave her to buy a goldfish with.,"Drama,Family",https://www.imdb.com/title/tt0112445/,"https://m.media-amazon.com/images/M/MV5BMTE5ODk5MDAwN15BMl5BanBnXkFtZTYwNDA3MjE5._V1_UX182_CR0,0,182,268_AL__QL50.jpg",112445,The White Balloon,7.8,1995
A narrator tells the story of his childhood years in a tightly knit Afro-American community in the deep south under racial segregation.,"Drama,Romance",https://www.imdb.com/title/tt0114039/,"https://m.media-amazon.com/images/M/MV5BMTI4NDk2MDcyNV5BMl5BanBnXkFtZTcwMTQxNTMyMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",114039,Once Upon a Time... When We Were Colored,7.2,1995
"A Dutch matron establishes and, for several generations, oversees a close-knit, matriarchal community where feminism and liberalism thrive.","Comedy,Drama",https://www.imdb.com/title/tt0112379/,"https://m.media-amazon.com/images/M/MV5BMTgwNjkwOTQ5NV5BMl5BanBnXkFtZTcwNjc3ODAyMQ@@._V1_UY268_CR1,0,182,268_AL__QL50.jpg",112379,Antonia's Line,7.5,1995
In the 1800s a naturalist marries into a family of British country gentry.,"Drama,Romance",https://www.imdb.com/title/tt0112365/,"https://m.media-amazon.com/images/M/MV5BZTc1MzY1ODAtMDhlMS00NjgyLTlkNTEtZTUwYTM4MzFkNWNmXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL__QL50.jpg",112365,Angels and Insects,7.0,1995
A young boy befriends a larcenous orangutan in a luxury hotel.,"Comedy,Adventure,Family",https://www.imdb.com/title/tt0116151/,"https://m.media-amazon.com/images/M/MV5BN2RhOTA4YzAtNTg3NC00NmYxLWI1YjQtYzM4NTJlYzVhZGYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",116151,Dunston Checks In,5.3,1996
Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.,"Adventure,Drama",https://www.imdb.com/title/tt0118158/,"https://m.media-amazon.com/images/M/MV5BNzdlZTBmYjgtZWRlZC00MDI0LTkxNzUtODdhYWYwYmJiMjY3XkEyXkFqcGdeQXVyMTY4MjE1MDA@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",118158,White Squall,6.6,1996
A gubernatorial candidate hires a wormy special assistant whose only job is to make sure the candidate's well-meaning but incompetent brother doesn't ruin the election.,Comedy,https://www.imdb.com/title/tt0115697/,"https://m.media-amazon.com/images/M/MV5BYjc2NzU0YjUtYzkyNS00NjcwLWJiM2QtM2Y3YjFhMTQ0M2I3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",115697,Black Sheep,6.2,1996
"An unimpressive, every-day man is forced into a situation where he is told to kill a politician to save his kidnapped daughter.","Action,Crime,Drama,Thriller",https://www.imdb.com/title/tt0113972/,"https://m.media-amazon.com/images/M/MV5BODg1ODNjMzItYjRkMS00NmExLTkxNWUtMWYwNWM2NDU1YzU1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR1,0,182,268_AL__QL50.jpg",113972,Nick of Time,6.3,1995
"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.","Drama,Horror,Romance,Thriller",https://www.imdb.com/title/tt0117002/,"https://m.media-amazon.com/images/M/MV5BZWI5MzBiMjgtNDE2ZC00MTA1LWFmNWItZDQyMDA2NGE0MjQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",117002,Mary Reilly,5.8,1996
"Maximillian is the only survivor from a race of vampires on a Caribbean Island, and as a vampire, he must find a mate to keep the line from ending. He knows that a child had been born to a ...","Comedy,Fantasy,Horror,Romance",https://www.imdb.com/title/tt0114825/,"https://m.media-amazon.com/images/M/MV5BNWFlYjJiYzUtNWE1YS00YzM5LTkxYzMtN2FlMjI4NTNlNzExXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",114825,Vampire in Brooklyn,4.5,1995
A piano player at a crossroads in his life returns home to his friends and their own problems with life and love.,"Comedy,Drama,Romance",https://www.imdb.com/title/tt0115639/,"https://m.media-amazon.com/images/M/MV5BOTQ4OTU0ODktY2E5YS00MGFhLTgwZTEtZWFkOGMxMmFmOTg0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UY268_CR1,0,182,268_AL__QL50.jpg",115639,Beautiful Girls,7.2,1996
Terrorists steal nuclear warheads from the U.S. military but don't count on a pilot and park ranger spoiling their plans.,"Action,Adventure,Thriller",https://www.imdb.com/title/tt0115759/,"https://m.media-amazon.com/images/M/MV5BYzU2NDg3ZTItNzRmNy00NTQzLTljMDUtNjczOTMwZjEzNWVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",115759,Broken Arrow,6.0,1996
"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the ...","Documentary,Biography",https://www.imdb.com/title/tt0113283/,"https://m.media-amazon.com/images/M/MV5BMTc4NDc5NzQzNF5BMl5BanBnXkFtZTcwMDUyODkxMQ@@._V1_UY268_CR4,0,182,268_AL__QL50.jpg",113283,Heidi Fleiss: Hollywood Madam,6.6,1995
"A group of theater actors plays ""Hamlet"" in a provincial village, faced with their own temptations, disappointments, and joys.",Comedy,https://www.imdb.com/title/tt0113403/,"https://m.media-amazon.com/images/M/MV5BMTIyMDEwMDAyMl5BMl5BanBnXkFtZTYwOTUwNTk4._V1_UX182_CR0,0,182,268_AL__QL50.jpg",113403,A Midwinter's Tale,7.3,1995
"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.",Drama,https://www.imdb.com/title/tt0115907/,"https://m.media-amazon.com/images/M/MV5BNDlhNDc3MmEtODJkMS00YmVlLWI4MTUtNDRkMTFhYjk1NDdlXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",115907,City Hall,6.2,1996
24 hours in the lives of three young men in the French suburbs the day after a violent riot.,"Crime,Drama",https://www.imdb.com/title/tt0113247/,"https://m.media-amazon.com/images/M/MV5BNDNiOTA5YjktY2Q0Ni00ODgzLWE5MWItNGExOWRlYjY2MjBlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY268_CR3,0,182,268_AL__QL50.jpg",113247,La Haine,8.1,1995
Three friends plan to pull off a simple robbery and go on the run.,"Comedy,Crime,Drama",https://www.imdb.com/title/tt0115734/,"https://m.media-amazon.com/images/M/MV5BNDA3NGEwZGYtN2I0Yy00M2E3LWEzNmItNzUwOWUyYmUzYWZmXkEyXkFqcGdeQXVyNTgzMzU5MDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",115734,Bottle Rocket,7.0,1996
"A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll/Hyde true nature.",Comedy,https://www.imdb.com/title/tt0117102/,"https://m.media-amazon.com/images/M/MV5BMTM0MTAxMjcyMl5BMl5BanBnXkFtZTcwMTIzMTEyMQ@@._V1_UY268_CR3,0,182,268_AL__QL50.jpg",117102,Mr. Wrong,3.8,1996
A rejected hockey player puts his skills to the golf course to save his grandmother's house.,"Comedy,Sport",https://www.imdb.com/title/tt0116483/,"https://m.media-amazon.com/images/M/MV5BZWI2NjliOTYtZjE1OS00YzAyLWJjYTQtYWNmZTQzMTQzNzVjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",116483,Happy Gilmore,7.0,1996
"Unsuccessfully framed for his wife's murder, Dr. David Krane attempts to find the real culprit by utilizing a new drug that allows him to experience the memories of other people first-hand....","Drama,Mystery,Sci-Fi,Thriller",https://www.imdb.com/title/tt0118040/,"https://m.media-amazon.com/images/M/MV5BMjQxODM0MjY2Nl5BMl5BanBnXkFtZTgwOTkwMDcyMTI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",118040,Unforgettable,6.0,1996
"Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson, for four days in the 1960s.","Drama,Romance",https://www.imdb.com/title/tt0112579/,"https://m.media-amazon.com/images/M/MV5BOTczNjIwMDM0MF5BMl5BanBnXkFtZTgwNzEzNTU1NTM@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",112579,The Bridges of Madison County,7.6,1995
"On the brink of her 30th birthday, Fanny feels the door to marital happiness closing up on her. She is obsessed with death, even visits evening classes on dying and so it seems fitting, ...","Comedy,Drama",https://www.imdb.com/title/tt0110251/,"https://m.media-amazon.com/images/M/MV5BMTM1NzQ2NjQ3Ml5BMl5BanBnXkFtZTcwNzg5NjYxMQ@@._V1_UY268_CR4,0,182,268_AL__QL50.jpg",110251,Nobody Loves Me,7.3,1994
The Muppets' twist on the classic tale.,"Action,Adventure,Comedy,Family,Musical,Romance",https://www.imdb.com/title/tt0117110/,"https://m.media-amazon.com/images/M/MV5BMTlmNzhiMWEtOWVjZC00NmM0LTgxNDItMDJmYTkxYTZkY2FjXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",117110,Muppet Treasure Island,7.0,1996
"A camera follows model Christy Turlington through the spring fashion shows in Milan, Paris, and New York one year in the early 1990s, probably 1992. She and others dash from one designer's ...",Documentary,https://www.imdb.com/title/tt0112646/,"https://m.media-amazon.com/images/M/MV5BMTYxNzk1NjMxN15BMl5BanBnXkFtZTcwNjk0ODkxMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",112646,Catwalk,6.3,1995
"When his secret bride is executed for assaulting an English soldier who tried to rape her, William Wallace begins a revolt against King Edward I of England.","Biography,Drama,History,War",https://www.imdb.com/title/tt0112573/,"https://m.media-amazon.com/images/M/MV5BMzkzMmU0YTYtOWM3My00YzBmLWI0YzctOGYyNTkwMWE5MTJkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",112573,Braveheart,8.4,1995
"Joe and Lucy are roommates and best friends. Lucy, whose love life is embarrassingly dull, convinces Joe, who is infatuated with a neighbor he's never met, that if they don't have stable ...","Comedy,Romance",https://www.imdb.com/title/tt0116606/,"https://m.media-amazon.com/images/M/MV5BMmFjYWU4YTgtZGQ1OC00ZjhlLWI3ZjMtMzZhN2I1Y2I1MWJjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",116606,If Lucy Fell,4.9,1996
A young man visiting and helping his uncle in New York City finds himself forced to fight a street gang and the mob with his martial art skills.,"Action,Comedy,Crime,Thriller",https://www.imdb.com/title/tt0113326/,"https://m.media-amazon.com/images/M/MV5BZTUxMzY1N2YtZjM5NC00MmUzLThkNzEtYjNiYzg0MzI4MDc5L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR6,0,182,268_AL__QL50.jpg",113326,Rumble in the Bronx,6.8,1995
Two parents deal with the effects when their son is accused of murdering his girlfriend.,"Crime,Drama,Mystery",https://www.imdb.com/title/tt0115645/,"https://m.media-amazon.com/images/M/MV5BMTgwODk4NDkzNF5BMl5BanBnXkFtZTcwMjA0MjUyMQ@@._V1_UY268_CR2,0,182,268_AL__QL50.jpg",115645,Before and After,6.1,1996
"Using previously unreleased archival material in addition to contemporary interviews, this academy award-winning documentary tells the story of the Frank family and presents the first ...","Documentary,Biography,War",https://www.imdb.com/title/tt0112373/,"https://m.media-amazon.com/images/M/MV5BMTQ3NjcxMjEwMV5BMl5BanBnXkFtZTYwODMwNTc4._V1_UX182_CR0,0,182,268_AL__QL50.jpg",112373,Anne Frank Remembered,8.1,1995
"Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So...",Comedy,https://www.imdb.com/title/tt0114536/,"https://m.media-amazon.com/images/M/MV5BN2RjYzZhZmUtNThhMi00OTE1LTljNjgtYTM1MjFlNjZjMzE3XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_UY268_CR1,0,182,268_AL__QL50.jpg",114536,Steal Big Steal Little,4.9,1995
"This film is based on a true story about a British teenager who allegedly poisoned family, friends, and co-workers. Graham is highly intelligent, but completely amoral. He becomes ...","Crime,Drama",https://www.imdb.com/title/tt0115033/,"https://m.media-amazon.com/images/M/MV5BMTg0MTE5OTMzNV5BMl5BanBnXkFtZTcwMDM0MzkzMQ@@._V1_UY268_CR43,0,182,268_AL__QL50.jpg",115033,The Young Poisoner's Handbook,7.1,1995
The true story of boys being sexually abused at their orphanage ran by a religious community in Newfoundland.,Drama,https://www.imdb.com/title/tt0106473/,"https://m.media-amazon.com/images/M/MV5BODc3YjhlN2UtOWI3Mi00YTg4LTlhM2ItODI2ZGYzNjIxMDIzXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_UY268_CR2,0,182,268_AL__QL50.jpg",106473,The Boys of St. Vincent,7.7,1992
A successful executive and womanizer finds his lifestyle choices have turned back on him when his new female boss turns out to be an even bigger deviant than he is.,"Comedy,Drama,Romance",https://www.imdb.com/title/tt0103859/,"https://m.media-amazon.com/images/M/MV5BZDZmZDU5MGYtMTU3YS00NDczLWJmOTQtOTdlODk2NmMxZjllXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",103859,Boomerang,5.5,1992
"A young man, his wife, and his incompetent case worker travel across country to find his birth parents.",Comedy,https://www.imdb.com/title/tt0116324/,"https://m.media-amazon.com/images/M/MV5BNzM4NTAyMDE4MF5BMl5BanBnXkFtZTcwNjg1NDQ3Nw@@._V1_UY268_CR4,0,182,268_AL__QL50.jpg",116324,Flirting with Disaster,6.8,1996
"Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal server at a late-night restaurant he frequents.","Comedy,Crime,Drama,Mystery,Romance",https://www.imdb.com/title/tt0109424/,"https://m.media-amazon.com/images/M/MV5BMGQ5MzljNzYtMDM1My00NmI0LThlYzQtMTg0ZmQ0MTk1YjkxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR4,0,182,268_AL__QL50.jpg",109424,Chungking Express,8.1,1994
A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.,"Adventure,Comedy,Family,Fantasy",https://www.imdb.com/title/tt0110647/,"https://m.media-amazon.com/images/M/MV5BM2U0NDQxMDEtNzU1YS00ZjM2LTg3Y2QtZGRjMDAxMzBhODRkXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UY268_CR1,0,182,268_AL__QL50.jpg",110647,The NeverEnding Story III,3.2,1994
A whimsical saga of a young man whose two life-consuming passions are unraveling traffic gridlock and an avant-garde dancer. A romantic comedy.,"Comedy,Romance",https://www.imdb.com/title/tt0114131/,"https://m.media-amazon.com/images/M/MV5BMTAxMTQwNTg1NjNeQTJeQWpwZ15BbWU3MDEzMzI0MjE@._V1_UY268_CR3,0,182,268_AL__QL50.jpg",114131,Pie in the Sky,5.8,1995
"Michel Negroponte, a documentary filmmaker, meets Maggie one day in Central Park. Maggie claims to be married to the god Jupiter and the daughter of actor Robert Ryan. Michel gets to know ...","Documentary,Biography,Mystery",https://www.imdb.com/title/tt0110217/,"https://m.media-amazon.com/images/M/MV5BMTI3ODIyODY4N15BMl5BanBnXkFtZTcwNjE3MjUyMQ@@._V1_UY268_CR4,0,182,268_AL__QL50.jpg",110217,Jupiter's Wife,7.1,1995
"Mockumentary look at Playgirl Magazine centerfold and 1992 Man of the Year, Dirk Shafer, who kept it a secret from the magazine that he is gay. Most of the film is a fictionalized retelling...","Comedy,Romance",https://www.imdb.com/title/tt0113756/,"https://m.media-amazon.com/images/M/MV5BMjY3MjczMjQwMV5BMl5BanBnXkFtZTcwNDM3OTEzMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",113756,Man of the Year,5.9,1995
"An ambitious young woman, determined to build a career in TV journalism, gets good advice from her first boss, and they fall in love.","Drama,Romance",https://www.imdb.com/title/tt0118055/,"https://m.media-amazon.com/images/M/MV5BZTZjYmNkZTYtOTA0Zi00NDcyLWI2YzQtOTgyZjQ2YzM5Y2E2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",118055,Up Close & Personal,6.1,1996
"Lt. Cmdr. Tom Dodge is assigned as Captain to the USS Stingray, an old diesel driven submarine that has seen better days. With a crew that consists only of weird guys (and a gal), he's ...",Comedy,https://www.imdb.com/title/tt0116130/,"https://m.media-amazon.com/images/M/MV5BMTlkNGU1NDctNDAwZC00ZThlLWE4YTgtMWU5YjJjYzIyY2VjXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY268_CR0,0,182,268_AL__QL50.jpg",116130,Down Periscope,6.1,1996
"A bright assistant D.A. investigates a gruesome hatchet murder and hides a clue he found at the crime scene. Under professional threats and an attempt on his life, he goes on heartbroken because evidence point to the woman he still loves.","Crime,Drama,Thriller",https://www.imdb.com/title/tt0113451/,"https://m.media-amazon.com/images/M/MV5BYTcwZDIyMDEtN2Q4MS00ZTIxLWEwMjMtM2I5NWViOTNjMGRhXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",113451,Jade,5.2,1995
A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancée's right-wing moralistic parents.,Comedy,https://www.imdb.com/title/tt0115685/,"https://m.media-amazon.com/images/M/MV5BMTM2NjExODYyOF5BMl5BanBnXkFtZTcwNTc0NjgyNA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",115685,The Birdcage,7.0,1996
Two hip detectives protect a witness to a murder while investigating a case of stolen heroin from the evidence storage room from their police precinct.,"Action,Comedy,Crime,Thriller",https://www.imdb.com/title/tt0112442/,"https://m.media-amazon.com/images/M/MV5BMGE1ZTQ0ZTEtZTEwZS00NWE0LTlmMDUtMTE1ZWJiZTYzZTQ2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",112442,Bad Boys,6.9,1995
"Three Irish Catholic brothers from Long Island struggle to deal with love, marriage, and infidelity.","Comedy,Drama,Romance",https://www.imdb.com/title/tt0112585/,"https://m.media-amazon.com/images/M/MV5BMTQ2YTY2OWMtODdjNy00MmE4LWE1MDEtOTdmMzc4ZDBjNzQ5XkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_UY268_CR0,0,182,268_AL__QL50.jpg",112585,The Brothers McMullen,6.6,1995
A young American boy visiting in China helps his zoologist father rescue a panda cub from unscrupulous poachers while his panda reserve is threatened with closure from officious bureaucrats.,"Adventure,Drama,Family",https://www.imdb.com/title/tt0112342/,"https://m.media-amazon.com/images/M/MV5BZmUyZWJmZDktMjE0Yy00MjUwLTlmMmUtNTk0YjFkODUxZTVkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UY268_CR0,0,182,268_AL__QL50.jpg",112342,The Amazing Panda Adventure,5.8,1995
A teenager finds his dreams of becoming a basketball star threatened after he free falls into the harrowing world of drug addiction.,"Biography,Crime,Drama,Sport",https://www.imdb.com/title/tt0112461/,"https://m.media-amazon.com/images/M/MV5BMjdlNzQxZGUtZTg5YS00ODg2LTkxMzctMDAyNmEwM2YyZjA4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",112461,The Basketball Diaries,7.3,1995
NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,"Adventure,Drama,History",https://www.imdb.com/title/tt0112384/,"https://m.media-amazon.com/images/M/MV5BNjEzYjJmNzgtNDkwNy00MTQ4LTlmMWMtNzA4YjE2NjI0ZDg4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",112384,Apollo 13,7.6,1995
"Set right after World War II, a naive teenage girl joins a shabby theatre troupe in Liverpool. During a winter production of Peter Pan, the play quickly turns into a dark metaphor for youth...","Comedy,Drama,Romance",https://www.imdb.com/title/tt0112427/,"https://m.media-amazon.com/images/M/MV5BN2I1ZGQzM2YtYTlhYy00MmRiLTlhYWUtMjk2OTMyODNjNjgyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",112427,An Awfully Big Adventure,6.0,1995
"Isabelle is an ex-nun waiting for her special mission from God. In the meantime, she is making a living writing pornography. She meets Thomas, a sweet, confused amnesiac who cannot remember...","Comedy,Crime,Drama,Thriller",https://www.imdb.com/title/tt0109093/,"https://m.media-amazon.com/images/M/MV5BMTIwNzE5OTkxMV5BMl5BanBnXkFtZTcwMzIxMjAwMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",109093,Amateur,7.0,1994
"Batman must battle former district attorney Harvey Dent, who is now Two-Face and Edward Nygma, The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin.","Action,Adventure,Fantasy",https://www.imdb.com/title/tt0112462/,"https://m.media-amazon.com/images/M/MV5BNWY3M2I0YzItNzA1ZS00MzE3LThlYTEtMTg2YjNiOTYzODQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",112462,Batman Forever,5.4,1995
"A New York philosophy grad student turns into a vampire after getting bitten by one, and then tries to come to terms with her new lifestyle and frequent craving for human blood.",Horror,https://www.imdb.com/title/tt0112288/,"https://m.media-amazon.com/images/M/MV5BMWYzN2EyMmMtMTU2My00MWY2LTkyMGYtMjk0MzVkZGZiMzNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",112288,The Addiction,6.4,1995
"Wayne Wang's follow-up movie to Smoke (1995) presents a series of improvisational situations strung together to form a pastiche of Brooklyn's diverse ethnicity, offbeat humor, and essential...",Comedy,https://www.imdb.com/title/tt0112541/,"https://m.media-amazon.com/images/M/MV5BMzMzMTBjMzQtNGVmZS00MTg2LTgyNGYtZDRjNDIzMDJiNzY4XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY268_CR9,0,182,268_AL__QL50.jpg",112541,Blue in the Face,6.7,1995
"In 1713 Scotland, Rob Roy MacGregor is wronged by a nobleman and his nephew, becomes an outlaw in search of revenge while fleeing the Redcoats, and faces charges of being a Jacobite.","Adventure,Biography,Drama,History",https://www.imdb.com/title/tt0114287/,"https://m.media-amazon.com/images/M/MV5BMjE2NTU2ODI0MV5BMl5BanBnXkFtZTcwNTIwODU2NA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",114287,Rob Roy,6.9,1995
"Laura is trying to pick up the pieces of her life after the murder of her husband and son, and goes on vacation with her sister to Burma. After losing her passport at a political rally, she...","Action,Drama",https://www.imdb.com/title/tt0112495/,"https://m.media-amazon.com/images/M/MV5BMTQwODgxMTA1NV5BMl5BanBnXkFtZTcwNzg0MTgyMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",112495,Beyond Rangoon,6.6,1995
